Speaker 1:          00:00:25       Bob auditing, leaning. Dong, Dong Ding Dong. Ding, Ding Dong. Ding Dong. Ding Dong Ding Ding Dong
Speaker 8:          02:24:37       This is your music. Yeah. What is it? Don't make fun of. It's really good. Is it a song? Yeah, it's called VCR. Okay. This list guys and the commercial. Tell me, Yo, live at so bad, which you would digest me. Get Sas. Do you need to go to a doctor? Hey Ben, it's bad. Thanks to Jeff Banks who needs medical science, doc Ninja kick its ass. Your razor still stu syrup. It still sucks. It just fails miserably. Gout Ninja kick its ass. You get it. You got a real problem, dude. Where's that one you had that one song you made with your xx. Brian's terrifying humanity has ever produced. You have a worm in your brain. Niches picked no ass southbound. Celebrate job knowledge. A beats on honor. T mobo kicked our ass that much too, so I can drive back to 1985 don't need nothing fancy. I won't go too far. I just need, I'm fine to row somewhere making this, they're going to make this the features on their myspace page. I got an answer. Call me. I'm story. Random words in are fairly arriving ejaculators

Speaker 3:          02:26:23       it's called word salad. All circuits are busy now. Right? What does that song that you made with your ex, can you make a song with your ex? Yeah. What's that one about? It was kind of a good one. What was it? What was it about? Well, there's the one that I'm punching the dog. Is that what the one you're talking about now? But it was good. It was fun. Uh Oh, Juno Ish. Juno Ish. Yeah. That's actually just a remake of a song. Oh, don't do that because you don't have rights. But there was the other one. The other ones, the punching the dog was about punching my dog.

Speaker 2:          02:26:50       Do you think that's funny man? Yeah. I just, your dog a douchebag and no, this was, uh, because

Speaker 3:          02:27:00       if the song was about, um, her dog, how she asked her dogs, she's from Texas, I'm going to punch you. And I'm like, you didn't say you're going to punch it. So then I wrote this song and it was a little dog too, right? I have a few. Didn't really like punch it or anything.

Speaker 2:          02:27:14       Sometimes you have to punch dogs. Yeah. Yeah. You know, if they're trying to bite you, punch him punching. Who's scared? Let the dog know. Biting me, mother fucker be repercussions. You got punched in the face and you get punched in the face that this is actually a horse out and bite your hands off. This is the punching. Go throw it. Throw it. All right. You know, play. That one is good or should we not play it? Maybe we should all not good. They're all my stupid song right now. I don't want to leave people disappointed. Okay, we're not going to work. I wish I could've heard it. They're going to think it's better than it was. They're going to leave now thinking that I missed out on something good. Would reality folks, is it shut off your iPhone?

Speaker 9:          02:27:54       Shut off. Disconnect from use dreams. Please don't listen to what we're doing here right now for you to waste your time. This is right. You craft a rock clicking on the link. Okay. Stop Tab. This is worse than the other one. This is where it pulled up, man. Shut up. Please stop it

Speaker 8:          02:28:20       like a along with your own song.

Speaker 2:          02:28:22       This terrible bro like it. No. Well, I could play the Jewish song. Nope. Nope. That's no copyright. That's actually really good. They were good. That's really good. That's it. That's a wrap, right? Because you have to show a very nice, thank you for having me, sir. Thank you for being here, sir. This was fun. Thanks for the ride, Brian. Thanks everybody. Fall our ship. You're on Twitter. S h. O. F. F. I. R. A. R. I. S. H. A. F. F. I. R. R is your fear and red band. Red Ban, but Brian, what are you up to now? How many got, what do you got? How many people you got now? Like 11,000 or something like that. 11,000 people listening to your stuff. You're happy with that man? No, I need to beat the fucking sludge. Oh, what is the sluts number? 21,000 how many did she grow while she was with you? I don't know. How much is it responsible? Are you responsible for sure. Growth made it more popular thing. I definitely got her some. He ain't got it from the Internet. People different. Yeah. Different people with her animated gifs of her fingering herself all over the website. How weird is that when this competition? Brilliant. How weird is that? Weird it ever went to competition in this country. What you gotta do to start that over with? Start showing my dick. Okay. Always tell the, hey, that's the end of the show folks. Thank you very much. Bye. We love you bitches.

