Speaker 1:          00:00:03       Three. Two one. Yeah.
Speaker 2:          01:58:43       champ step seven weeks out, 11 weeks out. That's not much time, man. That's not even three months. That's a weird thing. It's like, you know these guys, they have incredible willpower and in incredible endurance and incredible like just the focus and drive and discipline to get better. But your body has to heal. If I'm the UFC, I'm paying to an open house. Stem cells work. But if I'm Dana, I'm paying for Tony. See a stem cell doctor every week. Yeah, no way back work. That would totally help. I mean maybe it would help. I think everything helps a little bit, right? It's amount of what, how much is, it's not like you could really measure it. Like you've got a body chart where it can look at your diagnosis is and go, oh yeah, look after we shot the stem cells in, look your number here from fucking fruit rollups oh yeah, yeah.

Speaker 2:          01:59:31       I mean I'm sure he's, I don't know what he's doing. I would assume he's doing something. I would do growth. I'll do a shitload of growth, which you might get flagged to. I don't know what they're doing with testing, but I don't think he could really test for growth. Um, I'm honest with you have to do bloodwork. I don't think they're really embed a man. I think it's real, real iffy whether or not they can catch you doing that. The Igf one to get to growth and its short half life, you have to do blood work. So I don't know how they test these days. How do they test and they randomly show up. They get blood in urine or just have no idea. They've never done, I still have those guys could probably get away with it. Correct. That's such a dangerous move. If they flag you with it and then you're out for a year.

Speaker 2:          02:00:09       Yeah, but if I'm injured and I have a doctor's prescription for HGH to recover, I'm doing all that HGH stem cells with the UFC allow, you can't even have a fucking ivy like while he's going through all this, he can't take an ivy blame. Is that give you Phil's dehydrated health still terrible. What do we do about this? What if he wants to get an Ivy Nad drip, which will help them recover? I know. What if he wants to get a IV in that's not even like outlawed, but if he wants to get IV vitamins like vitamin infusion, you can do that. But for the, if you're then the UFC business, why wouldn't you want that guy to be on all the HGH you can get just to recover so he can fight cubby to fight for one 55 which were all vying to see.

Speaker 2:          02:00:49       Yeah, that's good for business you to say flying. Fuck what he's, how he's doing. You'd want him for sure on the stuff that you can do, like platelet rich plasma or you know to send them down a Panama fucking like a David Lee Roth Song. Panama. I agree. Dot. But the thing about Panama and go into like Dr Neil Riordan and doing all that shit that a Mel Gibson was talking about on the podcast with his dad. Yeah. That stuff's legal. So legal in Panama, you go down there and they'll, they'll do shit that Tj went down the road, gone down there twice. He's gotten in there twice. Illegal teacher's doing, it's legal. It's totally above board. You're allowed to do it. I'd fly that fucking doctor in here and I'd have it. You can't do it here. You have to do it in Panama because they're doing things that aren't legal in the United States. Well, all right. Either way. Private jet Tony says, you know what I'm saying? I'm saying anyone gets hurt.

Speaker 3:          02:01:40       We got this covered. This is not enough money though. She, the thing he said to the UFC made more money last year than ever before. Right. It's like a record year. Okay. A lot of it was like all these deals, but do you know how much money they must have to pay every month? That loan, they have $4 billion purchase. That's so much money. They just signed a few fucking nut with ESPN in the streaming deal. European plus. But do you think they have enough money where they could fly guys down to Panama every time everybody gets hurt. All 500 and we're not, I'm not talking, I'm talking about special treatment. I'm talking to Tom Brady. If I'm the New England patriots, I'm flying down there by any means necessary. Okay. When do you take it off? When do you not allow it? Do you let Michael Kia fly down there?

Speaker 3:          02:02:23       Nope. You're shaking your head no. No Dad. He strangles pedis? No. Oh, was he raised? What's he rate you sign up for a bit. We'll have to find out. It's also Pettis has an executive in on Kevin Lee send Kevin lead down there. Probably the same. Kevin [inaudible]. Kevin Michael didn't, he choked him out. Denny. He didn't tell me and the kids got a lot of star power to it. Doesn't mean I'm like a shitty promoter. Yeah, no. Kevin was levels to this game where like, like if Lebron gets hurt, we're flying them some. Yeah. Michael Kassan. Number nine. Kevin Lean number five. Okay. Do you fly down Dustin? Poirier Ooh, you don't write these fucking guys. What am I [inaudible] numbers? No, he's lost two. We're not playing. Ah, you don't fly him down. Maybe he can find to now fight nights. Can you try to replant and get a bunch of them in at one, sir?

Speaker 3:          02:03:21       Listen. See, now you're talking to Michael Johnson from the Michael Johnson fight with Justin Gagey. He gets flown down for the rest of his fucking life. Check brain cell. Yes. We're going to go through the ears. Check brain cells. I'm going to get them to lie with his head on one side or fill his ears up, let it soak into his brain. You know there's holes in his ear and then let him lie down on the other side. Fill them up with stem cells. Just go right through the nose. We're going to the whole body. I mean I'm giving Khabib, Connor, Tony, Eddie Alvarez and Nate Diaz the fucking frequent flyer card in the bitch. Do you know that? Um, that's something that, um, Kyle Kingsbury said he did. He did some sort of nasal exosomes. Right? And that w do you remember him talking about that? Did you talk about that on the podcast or off the podcast?
