Speaker 1:          00:00:04       That's fresh.
Speaker 3:          02:00:51       That never happens. Um, all Bob Arena is fighting. That's who's he fighting right next to that one. That's borrower does not. Was that uh, uh, Brian Barberino Liana Edwards. Jamaica. Bam, Bam. Um, yeah. You know, it's like God, but I will watch it and I'll see what we do. It's tough motherfucker. I like watching him fight. Yeah, that should be interesting. Yeah, that'd be fun. Either way. A lot of these new spiking a fight pass. Did you see your boy snoop Dogg Tuck Shit to Conor McGregor? No. So did he do, what did he do? Oh my God. Can you bring that up Jamie? How did his, how the UFC doesn't go get the fuck off to his face. No, he put blast sound. The Instagram real fuck you. It, that's what happens. A little bitch all like just oh know snoop Dogg trashes Conor McGregor and profane tirade.

Speaker 2:          02:01:40       Really? Kayla's here. This 1 million views by the way. Ooh. Powerful.

Speaker 5:          02:01:48       No mother fucking punk ass bitch motherfucking shit. Nigga. Nigga. That's what you get coming to a motherfucking gang fight with a butter knife. Your bitch ass mother fucker. Fuck you Nigga. Shit Nigga. What a party. Yay. Hi honey. I got one. I got one more report. 50 no Nigga named macgregor bad motherfucker. He got hard. He got horn. Oh fuck.

Speaker 2:          02:02:31       Well okay. What happened there? Did you get schizophrenia? Xe bipolar is a bad Malia. One more rev left. Wow. Come on man. I just don't get when people celebrate like inside me. The demise risky took. It was a fun fight. It was a fun fight. The war brought the fight to Floyd and it made it a fight is the biggest fight of all. Before we brought the fight to Connor. I mean Floyd step forward with his hands up and move towards him and constantly created pressure. Kiandra also came forward to man like they both brought it. It was a very good fight. It was very entertaining, very entertaining. He hit Floyd more than any fighter hit him and I think the right result took place. A specialist, the greatest specialist of all time, beat a guy who is just not at his league when it comes to that specialty, you know?

Speaker 2:          02:03:19       I mean, I think that's what we should have seen and I think it was good for everybody. I think it was great for Floyd because there's the most entertaining Floyd fight ever, right? It was a a great opportunity for him to showcase his ability and to show everybody what he can do. I can get the 50th Win, get the 50th win, and for Connor, he got to show people that he can hang for till he gets tired. He can hang pretty well with the best fighter of all time. This is what else I think is cool is Connor's going to take those boxing skills and now bring it to the UFC. Oh, and he's been on, there's, there's no fight UFC can throw to them that's going to be bigger. There's just nothing. You're not going to rattle him. The moment can't get big enough for him.

Speaker 2:          02:04:03       So now, unless they give him Jon Jones, Brock Lizard, like a tag team, some weird random shit, which would be awesome. However, there's nothing they can do. Right. So now he's learned from this. He's, and he's a guy who learns from his losses and brings that to the UFC. I think he maybe has one, maybe two left. But still you think so? Yeah. I don't see him too. I mean when you have 100 million in the bank, he even said, he goes, unless I fucked things up, I should be set for life and my kids and their kids should be set for life. Yeah. Yeah. So and he's very, you know, self conscious of, you know, the repercussions of sticking around too long. He had a buddy, he was a 10 of fight, a guy died. So you know, I don't seem this. The other thing with John being out now, all the chips are in Connor's corner.

Speaker 2:          02:04:43       He's the only superstar, legit superstar in town. He's like, listen, you want me to fight again? I know that's the old contract. This one I'm worth. What do you guys want to do this? The only way it's going to happen to him. There is no second. Who else has number two? Name a number two. Joe [inaudible]. It might be steeper and that's time. I mean he's the heavyweight champ. I mean at least it's not the doing kind of a global, they're not even the same relevance. He loves beside of the plan as far as far as the draw. Yeah. Who else is there? Who Bisbing who? George Saint Pierre. Once you fight the Biz, Bang, it had George and then people are going to be a little disappointed with the George numbers. I don't think you can sell to all as you think. I think the people that were George Saint Pierre fans, that's a long time ago, over four years ago and the sport is a different sport now.

Speaker 2:          02:05:31       You're talking to a lot of younger people now that are just getting into it. I like this old guy. It's fine. Cool. He's fighting business doesn't really make sense. Why? I'm the other guys. I read this too. She preview of the fight. It was so douchey. See the thing about that you see getting bigger and some it's these fucking sports guys who write these really creatively negative articles and it was about the Bisping and you're saying you have to read a Promo for the fight? Oh No, no, I read it. Oh God, no, no, no, not, I don't read promos. When you see those promos, he's fret top of the joint. 100% I don't have a plan. I just say exactly what I think about the fights. So like when I do those, the best way to do it, and I remember you telling me that.
