Speaker 1:          00:00:03       We're good.
Speaker 3:          01:20:53       You know, that's, that's what the whole redemption is about. And [inaudible] you know, do what you can, which is second chance. That's why I'm just trying to grind man. All this shit is a gift. I could have been in prison for whatever reasons I didn't get sent to

Speaker 2:          01:21:04       want people to have redemption. It's interesting. This culture today wants people to be in trouble for things they did in the past and you have to be who you were 30

Speaker 3:          01:21:13       yeah. Yeah. We all go to church and ask for forgiveness every Sunday for an opportunity to be forgiven for what we were that week.

Speaker 2:          01:21:21       Well, the idea that no one, no one gets a chance to redeem themselves. It's a terrible world. Like that's one of the best things about Christianity is the idea that you have redemption, you confess your sins and you move on.

Speaker 3:          01:21:34       I just think that it's all new and I think there'll be a, I think it's all new. I think there'll be a market correction at some point because as a society we are obsessed with who you were. Credit reports, rental history, drug history, employment history. Fucking you sit down with somebody who want to know your dating history. So I can, Twitter is just racism history or your bat joke history. It's, it's, it's an opportunity for the first time as a society to audit your past behavior when all we do is judge who you are now based on who you were. That's what our society is established upon. So that's why it doesn't feel so out of pocket to me that people don't, it's like Oh it's a new way to see if you were me. I can literally search your name plus a word and see if you say it the word and then I will fucking name no different than African bankruptcy sitting on your record from, I like how you described it,

Speaker 2:          01:22:32       market correction cause I think that is what's going to happen. We're going to understand that what we're doing now is kind of unsustainable. Like going back and judging someone on some shit that happened in high school or whatever it was and and try to look at words you said when you're trying to make a joke, like what happened with Kevin Hart and apologize for it many times. And then he's hosting the Oscar and they like, look, 10 years ago he said this and he's like, look, I'm not going to do this. I'm not going to do this again. I already apologize for those things. I'm going to move on. Sorry. And the Oscars got fucked. They went up to have a no host. Now
