Speaker 1:          00:00:01       When it's like upside down.
Speaker 8:          04:22:41       I had that same thing. When I see myself in the preview, I'm like, oh my God. See this, this $1,000 some people making some funny jokes about how I look. Oh yeah. What are they saying? Oh dear. They call me like a cracked at Jesus. Mr Jokes. He make joke on me. Dot. How about that? If I donate $1,000, what's the funniest thing we can do to joey? Um, can we paint your whole face black at the sharpie? Is faces already covered? I mean there's, there's not any room or where can I show the grip tape? I'm going to, I'm going to put on this skateboard. So cool. That drifting. Whoa, Whoa, whoa, whoa, radical. Whoa, Whoa, Whoa, whoa, Whoa, whoa. That's pretty tubular grip tape. Oh my God. That's going to go on this side of the board. So, oops, sorry. It's going to be Bam, right? You can see her fucking and you're going to whoa. Whoa. It's going to be morty. And then I'm gonna, I'm gonna also, I'm going to do this board with risers and some big fat 70 millimeter wheels, and I'll build this today on building skateboards. Now I'm Dan. Okay, well, I'm going to run to the bathroom. I'm doing 1200 for the first drawing, right?

Speaker 8:          04:23:56       So I'm gonna run to the bathroom and then when we come back, we're going to call a psychic. Okay. All right. I love back in five minutes.

Speaker 6:          04:24:04       Um, Ooh. Shout out to not go away. Where at 62,000 guys pull it together for Christ's sake, but thank you to everybody that's donated a, yeah, it just rolls off the tongue, doesn't it like three and a half hours. It was pretty well at that. Shout out to the grandma's virginity podcast. Justin. Ah, you've got an old school dry Yang. Oh eat. Oh Ethan, you asshole. He should have left that dude up there as the top donor. I'm telling you he's, he stole it man. Well that means that means one of us. Oh No, no, no, no. That means the fans have to outdo you ethan. Like fucking knock him off. And I was like someone looking for knock him off his little pedestal not to donate. All right, I'm getting drawn on me. Uh, I don't know if, uh, I think that was Ethan's brainchild. Ethan's got to decide what exists on your face. It's up to him, man. Your face. This is property, unfortunately. Yeah. They, uh, uh, people in the, uh, everyone donating. Any suggestions for what I should do for my next, uh, drawing dropping on me. Let me know. $1. Just $1 to believe a comment. It could be a, it could be anything. Got this tattoo.

Speaker 6:          04:25:12       Oh, look at that little guy. Peanut. Should I be drawn one of those drawers? Joe's showing me the Dick on his leg. He's got a leg dick. But um, it was, it has to be requested by the audience. All right. And you got to see what they're going to ask for. I just want a sweater. I'm sorry. Sad bear. I can't give you a sweater, but I was, I was having a hard time donating. I was just trying to donate right now. It's just so hard. I should like, I shouldn't be like pointing my phone towards the camera. Entering my credit card number. [inaudible] Santa Joey, we got, we got was popping. You know,

Speaker 14:         04:25:49       we've got the dyngus

Speaker 6:          04:25:50       love you guys. Hey, every single person. Look, I know there's been a little bit of negativity, a little bit of like, why don't you guys fucking donate more? But Hey, like literally every single person who donated a dollar is like bureau. Like every single dollar is going straight to a good cause. All of you guys would feel amazing hours ago. I'm almost 64 grand. That's a lot of the money. That's like a nice car. Somebody keeps saying draw. Ethan has post Malone, but it's like all we have to do is keep drawing on his face and he's like [inaudible] he's getting there. He's getting closer. Just write like always tired. Right? Isn't that it on the, on the eyelids. Keep it up. Proud of you. Thank you. Michelle Obama always tired too. Fuck. That's relatable, right? Lots of thick boys in this dream. Wowza. I don't know if that was, I don't know if I can take that. Yeah, that's probably me. I feel like I want to take the compliment, but I don't think I'm thinking of for that. Do you guys want to see me light myself on fire for the next okay, here. $1 donations. Yes. $2 for no. I know I kind of took the prime real estate but you will, you will. You just, right. You want me to be some there Paul Paul Rodriguez, the skateboarder wrote it. This is like, this is like and then and then and then when you just,

Speaker 7:          04:27:02       just, just like somewhere in like the cold war in like Zig Zag. The foil. Yeah, the core foil. I want to get Ethan to sign it. Like everyone should sign it once, once and then I, then I'm going to fucking, I'm going to like, I'm going to literally build that. That will be a full complete deck. If I sign it you'll get devalued. So yeah, Joe, you're not allowed to sign it. Draw some cool shit. This is a pretty great prize. I think it is cause it's amazing. We're all going to draw on this deck and then I'm going to actually, I'm going to, I'm going to set this deck up. The Wa like as like a deck that I would ride. Like this was sort of my, you know, preference. Justin, would you describe yourself risers? Oh by the way, keep in mind you're drawing, right? Well pads are going to be speaking out the corner so like yeah, he's peeking out of the corner so, but I'll put the signature over there.

Speaker 7:          04:27:46       Yeah, like keep drawing but go and draw mabel like like right, right here. Probably just going to frame it as it is. I don't think they gonna ride. No, but it's going to come to them complete with, oh, I'm going to build it. I'm going to, I'm going to build it all at school full. But they could take the trucks off and then frame it if that's what they want with the trucks were actually true. We could, here we go. I'm putting some big fat fucking a 70 millimeter wheels on it and then eat and this and this. Amazing as the thing. Which side do you frame?

Speaker 7:          04:28:19       What company is is? Oh enjoy. This is some good grip tape. This is fucking great. Better than just plain old. Like flat, flat black. Yeah. The Joan donations of slowed down. I feel like we got to think of like a, Hey, donate in the goddamn money. Think of like a sub one for a 65 until we fucking just just burn the midnight oil. Just get some coffee man. It's Tuesday. Well what could we do to get more people to your friends? Tweet it to your very famous friends to have like millions of followers just to save way more famous friends and you do but he's not going to bug them. So you got a bug. Your own famous friends grabbed some famous friends for sure. I have been sort of pinging be nudging, pinging and nudging and then they like, it's a gentle and then they like pop into the feed and just see it's like eating pizza and like dropping a pencil on the ground. Let's go. Let's do it. This is commitment man. Sorry Ethan. Will you do the graver phone call now? Will you just sign right over here? Keep in mind there's going to be, there's going to be a riser pad right here. Right here. So like right in this neighborhood and I want Elo to sign somewhere like along along the side here for credit card. Put it in. This is a tax write off because we were doing a benefit for a church or a church. Whatever weird stuff you see we're doing a charity event. What have, see by the way, I'm
